0	0.22835	0.10401	0.050669	-0.01437	-0.014586	0.13304	0.0089078	-0.0004665	-0.0063429	0.19202	0.029542	0.10821	-0.012689	-0.0041517	-0.024636	-0.014485	-0.070889	0.18727	0.070345	-0.018093	-0.013871	-0.040148	-0.0020721	0.0041615	-0.0087821	0.040171	-0.0084944	0.022301	-0.033886	-0.0094176	-0.02643	-0.021387	-0.036227	-0.042127	0.014331	0.021408	-0.03392	0.0034603	-0.043462	0.021361	0.032095	-0.011441	0.0062598	0.0013195	-0.045464	0.024442	-0.014538	-0.011061	-0.0040923	0.07343	0.016091	0.03701	-0.026786	0.02743	0.039028	0.37286	-0.036517	0.19056	0.074922	0.14596	-0.0097982	0.02143	-0.034575	-0.023855	-0.046983	-0.025982	-0.045274	0.11101	-0.009349	0.041401	-0.010233	0.039385	-0.0091978	-0.010367	0.0053095	0.044548	-0.01758	0.014775	-0.013967	0.0043607	-0.021092	-0.029076	-0.0051089	0.076146	0.0014173	0.04993	-0.021978	-0.002453	-0.018156	-0.0074599	0.00078448	-0.046227	-0.03611	-0.0021243	-0.015649	-0.0062926	0.0030217	0.010508	0.053704	-0.020636	0.0054104	0.0046523	0.023904	-0.0085429	-0.0050132	0.015147	0.0073533	-0.0073758	0.00472	-0.028088	-0.0090354	-0.0013404	0.037657	-0.025977	9.4958e-05
0.22835	0	-0.01548	0.080073	0.010725	-0.022336	-0.06747	0.12907	-0.003685	-0.023926	-0.0065954	0.20716	-0.053975	-0.014653	0.0046045	0.021009	0.0019725	0.11906	0.080083	0.20299	-0.02006	0.0062591	-0.012401	-0.010639	0.014401	0.001529	0.015779	0.0094203	-0.055433	0.0035117	-0.010507	0.031983	-0.032545	-0.010919	-0.034656	0.014668	0.012295	6.6602e-05	-0.030742	0.034127	0.020115	0.0079201	0.016993	0.011911	0.022183	0.010631	-0.046161	0.041371	0.0016901	0.02358	0.029809	-0.025966	-0.036655	0.057596	0.05165	0.002284	0.21284	0.53138	-0.024831	0.051597	0.007604	-0.0023388	-0.12799	0.025193	-0.016609	0.00032379	-0.00092248	-0.041926	0.095907	0.03912	0.0064029	0.0024342	-0.019889	0.036803	-0.0090968	0.031944	-0.032159	0.01823	-0.0067325	0.036106	-0.026875	0.010121	-0.010481	0.0040614	-0.0081878	0.010631	-0.0059455	0.031795	-0.0058026	-0.022089	-0.024722	-0.03769	-0.02022	0.0020524	0.00031502	0.0077588	0.0051056	-0.025546	0.082366	-0.0035704	-0.020945	-0.0032948	-0.037436	0.014759	0.036864	-0.014604	-0.0032496	-0.0068241	-0.016292	0.011326	-0.0010181	-0.016958	0.013815	-0.01818	-0.0050518	0.01262
0.10401	-0.01548	0	0.22992	0.051457	-0.016336	0.52258	0.030304	0.047402	-0.028418	0.0019684	-0.078818	0.021155	-0.050063	0.044905	-0.00423	-0.03518	0.00081345	0.14669	0.013463	0.016083	-0.0051701	0.35904	0.17575	0.04734	-0.013805	-0.014469	-0.010567	0.040415	-0.01665	2.206e-05	0.01522	0.035488	-0.014927	0.012438	0.0034135	0.00096601	-0.016626	-0.01459	0.0043271	-0.00069581	0.0060039	-0.060563	-0.037575	0.016826	0.0092231	0.020732	-0.0080973	0.017867	-0.020638	0.024548	-0.04116	-0.0027077	0.0035675	0.013952	-0.02404	-0.016313	0.026791	0.040987	-0.022676	0.0031051	-0.026349	0.0015393	0.020177	0.15093	-0.066181	0.11442	-0.0078101	0.036511	0.0048268	0.065987	0.0098131	0.0057473	-0.010648	-0.001131	-0.028782	0.0030208	0.0090367	-0.013421	-0.0072963	-0.034399	0.021114	0.012434	-0.0069061	0.051716	0.0061825	0.017461	-0.0011121	0.053109	-0.049112	-0.049674	0.029219	-0.012463	0.048712	0.02349	0.013431	0.0049585	-0.030404	-0.0044673	0.057471	-0.020735	0.034344	-0.0030085	0.010356	-0.016008	0.0032253	0.018575	-0.0068249	0.0077296	-0.0054999	0.0033891	-0.0048454	-0.048819	0.0032794	0.001833	0.022135
0.050669	0.080073	0.22992	0	-0.041551	0.073811	0.14052	0.44	-0.039073	0.043732	-0.040314	0.037854	-0.089353	-0.028315	-0.053633	-0.04192	-0.035094	-0.050577	0.051416	0.18413	0.0040661	0.023955	0.039215	0.35295	0.01971	0.026581	0.0019326	0.014133	-0.014871	0.0062987	-0.041404	0.052576	-0.053424	0.026669	-0.018373	0.023521	-0.017374	-0.0018844	0.020847	0.024123	-0.0067314	-0.021669	0.018932	0.00039994	0.0025299	0.013155	-0.011499	-0.0067289	-0.031785	0.003325	-0.010733	0.070673	-0.017228	-0.046075	0.00065271	-0.034685	-0.017639	0.060891	-0.017007	0.087906	-0.028835	0.055521	-0.028985	-0.0673	-0.033804	0.093602	-0.012155	0.14266	0.015102	0.0049793	0.031766	0.051208	0.031424	-0.0082937	-0.020179	0.0042454	-0.047564	0.054397	0.0085041	-0.007333	-0.011395	0.013677	-0.020268	-0.0179	-0.047866	0.041875	-0.00068789	0.013886	-0.033591	0.045899	0.049814	0.032398	0.026437	0.012792	-0.0026431	0.036814	-0.042847	-0.0050558	0.047132	-0.011016	0.0077018	-0.023595	-0.011713	-0.011763	0.050532	-0.025078	-0.02229	0.014246	-0.0047603	-0.00040159	0.017561	0.011338	0.01661	-0.012556	0.021194	-0.026317
-0.01437	0.010725	0.051457	-0.041551	0	0.18684	0.055058	0.0024927	0.39318	0.046458	-0.021467	0.0068372	-0.035641	-0.05326	0.060313	-0.017255	-0.0063587	0.011826	-0.0076326	0.002477	0.022909	0.0052613	0.020078	-0.015707	0.22554	0.049762	0.18257	0.045035	0.027492	-0.015657	0.035767	0.00091237	0.05279	-0.0083373	-0.016564	-0.010142	-0.0040693	-0.0047888	0.010008	-0.019003	-0.018178	-0.018346	0.014992	0.0088788	0.0030914	0.023609	-0.012621	-0.026734	0.0079395	-0.010344	-0.010299	-0.010515	0.0029774	0.012372	-0.020964	0.0047035	-0.027904	0.016726	0.020329	0.029304	0.0068276	-0.023709	0.012008	0.029829	-0.013501	-0.027469	-0.0054696	-0.016223	-0.023644	-0.025953	0.0030437	0.022276	0.00050172	0.022289	-0.0026023	0.012601	0.01453	-0.0024032	-0.0099799	-0.015727	-0.00025446	0.008566	0.021111	-0.035366	0.03358	-0.0030838	0.019618	0.0098231	0.0048685	0.0042004	-0.0064622	-0.011119	0.008081	0.012162	-0.011419	0.020008	0.013192	-0.0025026	-0.0029547	0.035087	-0.0050222	0.00086485	0.013389	0.011999	-0.0046002	-0.005029	-0.00693	0.01455	-0.0016062	-0.026412	-0.0066227	0.0060626	-0.010034	-0.025147	0.025731	0.027478
-0.014586	-0.022336	-0.016336	0.073811	0.18684	0	0.012156	0.072084	0.06133	0.37568	-0.004687	-0.011073	0.01028	-0.025278	0.015672	0.036725	-0.013218	0.010368	0.016557	-0.012189	-0.0065254	0.021328	-0.022701	0.018431	0.030078	0.24546	-0.036576	0.23579	-0.017386	-0.013498	0.028119	-0.0037367	-0.01479	0.018863	-0.035346	0.0016455	-0.023711	-0.0011226	-0.011906	0.013575	-0.02129	-0.022008	-0.028423	-0.0030747	-0.0072595	0.021538	-0.024853	0.044485	0.027159	0.0076712	-0.017215	-0.044889	-0.024402	-0.023038	0.021954	0.0065923	0.0063545	0.0021697	0.0019871	0.011578	0.016617	0.015142	0.00044657	-0.0076339	-0.017198	-0.0055398	-0.033961	0.0061442	0.006131	-0.015283	0.027771	0.0030049	-0.017056	0.013712	-0.018846	0.0038344	-0.012691	-0.0092417	0.0094415	0.00012407	0.018826	0.01993	-0.019155	0.027002	0.0023065	0.0011204	0.0027575	0.035583	0.01252	-0.025027	0.0076879	0.01259	0.018783	0.016536	-0.02039	-0.003358	-0.0055961	0.017786	-0.0063149	0.010424	-0.0057478	0.010359	0.012495	0.00051435	-0.0017627	0.0027695	0.012128	-0.0029235	0.014389	0.00051253	-0.0092294	0.01117	0.00063475	0.0071332	-0.0053834	0.019709
0.13304	-0.06747	0.52258	0.14052	0.055058	0.012156	0	0.22968	0.13086	0.063038	0.10329	0.017852	0.24298	-0.08688	-0.010778	-0.059119	-0.031043	-0.027487	0.036161	-0.0051974	-0.028663	0.010412	0.082266	-0.094305	-0.051477	-0.062481	-0.021217	-0.019133	0.077604	-0.017848	0.012161	-0.0082412	0.099668	-0.036724	0.02198	-0.032869	-0.013828	0.0027314	0.010841	0.022375	0.0012287	-0.029551	0.052684	-0.044284	0.017049	0.017611	-0.039578	0.053651	-0.04887	0.019036	-0.021392	-0.0086033	-0.0093156	-0.046733	-0.029004	-0.0038218	-0.029687	-0.038503	-0.015163	-0.022165	0.24932	0.05606	-0.01484	-0.055643	0.13939	-0.072409	0.095477	-0.05742	-0.0064215	0.010047	0.011741	0.081548	0.034702	-0.040386	-0.010221	-0.0025502	0.017614	-0.023659	-0.00015112	0.019014	-0.0095746	-0.016725	-0.02271	0.0011982	0.014221	-0.05358	-0.0053009	-0.017676	-0.038491	0.060596	-0.015641	0.065522	-0.019942	0.040754	0.028515	-0.011827	-0.0099003	-0.015191	-0.0096476	0.054671	0.02028	0.034431	0.0080275	0.046634	-0.016452	-0.00133	-0.022899	0.013389	0.021516	-0.018338	-0.023028	-0.018502	0.015577	-0.030553	0.00055036	-0.0043889
0.0089078	0.12907	0.030304	0.44	0.0024927	0.072084	0.22968	0	0.0049409	0.098496	0.0029804	0.24009	0.03387	0.27054	-0.024935	-0.0036655	-0.049172	-0.0047873	0.062556	0.062544	-0.030672	0.015493	0.0098297	0.065026	-0.032909	-0.079995	0.011615	-0.016515	-0.032111	0.036757	-0.044899	0.029661	-0.02473	0.060637	-0.0031724	-0.028029	-0.0059241	-0.016628	-0.020121	-0.0010842	-0.0027417	0.0099801	0.021495	0.053577	0.0058157	-0.019142	-0.018304	-0.045607	-0.021564	0.052369	-0.034353	-0.022645	0.033258	-0.014171	-0.0062592	0.0090575	-0.057096	-0.058678	-0.028249	0.085495	0.014378	0.23672	-0.077301	0.052068	-0.044138	0.052584	-0.041908	0.026524	-0.01322	-0.015717	0.035936	0.0070581	-0.018445	0.054078	0.010381	-0.021094	0.033409	-0.017345	0.0092268	-0.043461	0.045819	-0.018392	-0.00853	-0.011554	8.0115e-05	-0.023208	-0.0048012	-0.042813	0.054004	-0.0074263	0.073017	-0.058695	0.061967	-0.037806	0.0020738	0.018	0.018909	-0.013945	-0.008102	0.019642	0.020366	0.024342	0.046994	-0.0056065	0.0032575	-0.018638	0.01472	-0.029578	-0.010592	0.015387	-0.026273	-0.008239	0.024412	-0.003785	-0.020832	-0.0025598
-0.0004665	-0.003685	0.047402	-0.039073	0.39318	0.06133	0.13086	0.0049409	0	0.16868	0.0061949	0.013339	0.076665	0.0010221	0.30392	0.010513	-0.016993	-0.00029367	-0.0081088	-0.0024248	-0.032768	-0.0038966	-0.036754	-0.019625	0.0016854	0.060527	-0.045817	0.00016119	0.010042	-0.017482	-0.00092148	-0.026176	-0.015431	0.00062502	0.0042071	-0.0028979	-0.0072577	0.0037804	-0.01556	-0.024699	-0.015116	-0.0014661	-0.0022982	-0.007166	-0.032766	0.0022362	0.05037	0.018832	-0.00081581	0.0042693	-0.0017079	-9.2555e-05	0.0068777	-0.011447	-0.0057351	-0.005593	-0.0061498	-0.012108	-0.0060617	-0.0032293	0.047505	0.043882	-0.026724	-0.019608	0.028239	0.015871	-0.0067828	-0.049116	0.01491	0.0018634	0.012519	0.035832	0.027952	-0.021313	-0.022963	0.0014404	-0.013045	-0.027765	-0.0040022	0.034541	0.010533	-0.0058867	-0.038394	0.004767	-0.013037	-0.03083	0.022618	-0.0085033	0.04553	-0.0020653	-0.0058986	0.00037973	0.0051916	0.0057323	0.037059	0.0087971	-0.0022385	-0.01298	-0.019431	0.0027997	0.013356	0.0057047	0.014668	-0.013835	0.018087	-0.016921	0.020623	-0.013788	-0.01333	-0.014716	-0.010219	-0.005483	0.013669	0.011454	-0.0041445	0.014071
-0.0063429	-0.023926	-0.028418	0.043732	0.046458	0.37568	0.063038	0.098496	0.16868	0	0.013832	-0.034436	0.0063923	0.060225	0.046348	0.3193	-0.0075913	0.010068	-0.0035965	-0.037413	0.0049611	0.012533	-0.031516	-0.02703	0.01522	0.047141	0.014699	-0.044096	-0.027422	-0.034181	-0.023884	-0.017294	0.014162	-0.016246	-0.016173	-0.017087	-0.0094673	0.042159	0.024072	0.0017756	0.00026253	-0.018555	-0.031555	0.015296	-0.013718	-0.003314	0.020388	0.0025819	0.040747	-0.0020519	0.010652	0.014	0.02248	0.0056591	-0.026579	-0.032336	-0.0087913	-0.033487	-0.053927	0.019016	0.049565	0.06037	-0.0035526	0.005674	0.017928	0.0055197	0.015991	-0.048509	0.0032863	0.016273	-0.0053028	0.025229	-0.0042525	-0.01432	0.011965	0.0018864	-0.01627	0.029042	-0.0010559	0.010332	0.0074598	0.00029478	-0.032795	-0.044806	-0.03657	0.0089691	-0.022367	0.0015545	-0.033307	0.057584	-8.0097e-06	0.0215	-0.0087867	0.01632	-6.7684e-05	0.010107	0.00017927	0.0018644	0.0011218	0.020127	0.0032613	0.017458	-0.018623	0.0095863	-0.013273	0.0077179	-0.00056852	0.027302	-0.011676	-0.0059158	-0.0024892	-0.020979	-0.00096967	0.0013848	-0.01167	0.0078896
