0.00016061	0.0016671	0.0065178	0.015224	0.028429	0.04665	0.070489	0.10006	0.13563	0.1767	0.22324	0.27386	0.32764	0.38279	0.43852	0.49097	0.53886	0.57614	0.59643	0.59883	0.57835
0.00012687	0.0016313	0.0064739	0.015195	0.028377	0.046588	0.070356	0.10003	0.13541	0.17666	0.22304	0.27365	0.32736	0.38311	0.43798	0.49123	0.5378	0.57508	0.59559	0.59659	0.57814
0.00011381	0.0016153	0.0064596	0.015161	0.028307	0.046488	0.070197	0.099865	0.13531	0.17657	0.22296	0.2735	0.32695	0.38231	0.43779	0.49137	0.53832	0.5757	0.59568	0.59657	0.57629
0.00012986	0.0016277	0.0064532	0.015139	0.028264	0.046401	0.070128	0.099666	0.13519	0.17614	0.22276	0.273	0.327	0.38248	0.4376	0.49033	0.53786	0.57465	0.59701	0.59555	0.57629
0.00018724	0.0016803	0.0064976	0.015148	0.028255	0.046383	0.070015	0.099618	0.13497	0.17629	0.22228	0.27315	0.32681	0.38171	0.4378	0.49068	0.53808	0.57467	0.59529	0.59573	0.57623
0.00030427	0.0017913	0.0065881	0.015223	0.028305	0.046368	0.070008	0.099456	0.13487	0.17587	0.22247	0.27269	0.32637	0.38197	0.4367	0.4904	0.53762	0.57477	0.59478	0.59517	0.57562
0.00050702	0.0019823	0.0067544	0.01535	0.028367	0.046376	0.069964	0.099363	0.13472	0.17589	0.22225	0.27254	0.32601	0.38204	0.43655	0.49038	0.53708	0.57393	0.59486	0.59514	0.57502
0.0008385	0.0022935	0.0070363	0.015583	0.02852	0.046453	0.069968	0.099229	0.13466	0.17565	0.22173	0.27219	0.3253	0.38122	0.43679	0.49001	0.53682	0.57424	0.59466	0.59447	0.57402
0.0013528	0.0027862	0.0074693	0.015946	0.028781	0.046621	0.070048	0.099184	0.13442	0.17542	0.2216	0.27172	0.32536	0.38096	0.43648	0.48943	0.53735	0.57394	0.5952	0.59523	0.5734
0.0021462	0.0035435	0.0081517	0.01651	0.029233	0.046903	0.070172	0.099174	0.13436	0.17522	0.22136	0.27179	0.32521	0.38046	0.43562	0.48963	0.53605	0.57314	0.59432	0.59483	0.57345
0.0033809	0.0047261	0.0092076	0.017409	0.029931	0.047407	0.070406	0.099252	0.13417	0.17499	0.22103	0.27126	0.32469	0.38039	0.43561	0.48826	0.53621	0.5737	0.594	0.59385	0.57305
0.0052676	0.0065541	0.010851	0.018814	0.031047	0.048225	0.070861	0.099589	0.13426	0.1749	0.22056	0.27076	0.32442	0.3798	0.43544	0.48888	0.536	0.57287	0.59284	0.59319	0.57283
0.0082424	0.0094465	0.013458	0.021068	0.032836	0.049577	0.071763	0.099907	0.13441	0.17453	0.22026	0.27054	0.32363	0.37954	0.43561	0.4882	0.53636	0.57385	0.59305	0.59307	0.57326
0.013085	0.014118	0.017696	0.024648	0.035715	0.051705	0.073121	0.10072	0.13457	0.17437	0.21998	0.27004	0.32346	0.37861	0.43477	0.48786	0.53655	0.57243	0.59389	0.59299	0.5723
0.021093	0.021838	0.024714	0.030617	0.040526	0.055248	0.075486	0.10215	0.13529	0.17459	0.21977	0.26929	0.32299	0.37887	0.43347	0.48826	0.53583	0.57347	0.59364	0.59343	0.57276
0.034907	0.035225	0.037013	0.041101	0.048777	0.061371	0.079647	0.10469	0.1365	0.17497	0.21961	0.26889	0.32224	0.37803	0.43377	0.48754	0.53563	0.57258	0.5937	0.59358	0.57193
0.059723	0.059399	0.058959	0.059826	0.063598	0.072233	0.087063	0.109	0.13875	0.17582	0.21952	0.26873	0.32192	0.37726	0.43282	0.48715	0.53564	0.57302	0.59294	0.5928	0.57041
0.10617	0.1049	0.10041	0.095106	0.091451	0.092779	0.10075	0.1175	0.14317	0.17775	0.2199	0.26844	0.3208	0.37698	0.43256	0.48635	0.53404	0.57338	0.59421	0.59276	0.57135
0.1955	0.19156	0.18047	0.16419	0.14684	0.13321	0.12776	0.13375	0.15194	0.18172	0.22102	0.26805	0.32059	0.37596	0.43202	0.48555	0.53558	0.57378	0.5938	0.59313	0.57136
0.36233	0.35487	0.33365	0.2984	0.25638	0.21452	0.18304	0.16703	0.16992	0.18971	0.22391	0.26833	0.31954	0.37493	0.43119	0.48494	0.53537	0.57294	0.59396	0.59494	0.57293
0.63459	0.62477	0.5921	0.53673	0.46358	0.37747	0.29769	0.23846	0.20834	0.20773	0.23073	0.27018	0.31934	0.37385	0.43019	0.48469	0.53539	0.57306	0.59466	0.5944	0.57108
0.95495	0.94385	0.91533	0.86257	0.77653	0.65866	0.52115	0.39024	0.29469	0.24872	0.24668	0.27445	0.31954	0.37301	0.42917	0.48502	0.53534	0.57356	0.59574	0.59536	0.57362
1.1475	1.144	1.1379	1.1154	1.0732	0.99035	0.8519	0.66797	0.4793	0.34454	0.28619	0.28677	0.32192	0.37203	0.42781	0.48304	0.5338	0.57471	0.59677	0.59673	0.57389
