-0.00013362	-0.00015722	-0.00016577	-9.326e-05	-6.6293e-05	-4.6031e-05	-1.8003e-05	-5.5526e-05	-4.1102e-05	-1.7148e-05	-4.3572e-05	-1.7252e-05	-8.1688e-05	-6.0103e-06	5.1898e-05	4.0764e-05	7.4712e-05	0.00017146	0.00026633	0.00048749	0.00025014
-0.00019589	-0.00019894	-0.00018298	-0.00016314	-6.9367e-05	-6.0747e-05	-3.2548e-05	-2.9881e-05	-9.7407e-05	-5.6393e-05	-6.0738e-05	1.8605e-05	2.044e-05	-2.2584e-05	-1.5534e-05	6.9578e-05	0.00012493	0.00015327	0.00021854	0.00058016	0.00029984
-0.00017011	-0.00014462	-0.00013664	-0.00013791	-0.00010548	-3.7098e-05	-1.9693e-05	1.669e-05	-4.029e-05	-4.3447e-05	-2.6476e-05	-8.4538e-05	2.566e-05	5.6207e-06	-5.2516e-05	6.4995e-05	5.4983e-05	0.00017351	0.0001763	0.00036762	0.0002954
-0.00020126	-0.00017058	-0.00014288	-0.00013587	-6.3436e-05	-2.5384e-05	-3.6416e-05	-6.5514e-05	-3.3655e-05	-1.3903e-05	-1.0266e-05	-1.3879e-06	-2.4855e-05	-1.0628e-05	4.8034e-06	5.5138e-06	0.00013303	0.00026816	0.00026657	0.00036496	0.00057006
-0.00026075	-0.00022835	-0.00019877	-0.00020108	-8.9559e-05	1.4729e-05	-1.19e-05	-7.5676e-05	-6.7838e-05	-8.2695e-05	-3.9852e-05	-2.3371e-05	3.3466e-05	-0.00010603	-3.1895e-05	0.00010669	2.6743e-05	0.00019183	0.00037189	0.00027947	0.00027241
-0.00029329	-0.00026108	-0.00019197	-0.00018908	-0.00011624	-0.0001353	-0.00013796	3.0155e-06	-5.7136e-05	5.751e-05	5.8138e-06	9.1103e-06	2.9898e-05	-0.000114	-1.2071e-05	-3.2247e-05	0.00020876	0.00018834	0.00046038	0.00011919	0.00062233
-0.00026491	-0.00019339	-0.00024311	-0.00019291	-0.00018064	-0.00015297	-0.0001576	-0.00011719	-6.4595e-05	-5.011e-05	-0.00014163	-8.1748e-05	-9.6629e-05	3.6238e-05	-7.2378e-05	-1.4917e-05	0.00011826	0.00023597	0.00038385	0.00052926	0.00019427
-0.00026135	-0.00024247	-0.00018089	-0.00018209	-0.00015518	-0.00019656	-0.00015376	-0.00010656	1.9807e-05	-9.1453e-05	-3.6605e-05	-7.3931e-05	-3.8247e-05	-3.3134e-05	-0.00014515	0.00013891	0.0002017	0.00011484	0.00025853	0.00050664	0.00051472
-0.00031861	-0.00024096	-0.00025481	-0.00017996	-0.00020266	-4.7805e-05	-0.00011146	-2.4512e-05	-0.00013517	-9.3114e-05	-1.5697e-05	-2.7234e-05	2.1741e-05	-4.6931e-06	-7.3141e-05	8.1759e-06	0.00016978	0.00024872	0.00044195	0.00030157	0.00023794
-0.00037848	-0.00033774	-0.00023968	-0.00018425	-0.00020714	-0.00014327	-0.00013823	-6.565e-05	-2.469e-05	-0.00018716	2.6948e-06	-4.3517e-06	-7.8347e-05	-7.0109e-05	-1.9245e-05	0.00015301	0.00021795	0.00013168	0.00017039	0.00052871	0.00017012
